_id,data_di_misurazione,id_station,denominazione,comune,provincia,Longitude,Latitude,tipologia_di_area,tipologia_di_stazione,rete,interesse_rete,inquinante_misurato,valore_inquinante_misurato,limite,unita_misura,superamenti,indice_qualita,classe_qualita
1,2023-10-01T00:00:00,64,Altamura - Via Santeramo,Altamura,Bari,16.561015,40.828848,Suburbana,Fondo,RRQA,PUBBLICO,NO2,28.0,200.0,µg/m³,0,14,ottima
2,2023-10-01T00:00:00,64,Altamura - Via Santeramo,Altamura,Bari,16.561015,40.828848,Suburbana,Fondo,RRQA,PUBBLICO,O3,100.0,180.0,µg/m³,0,56,buona
3,2023-10-01T00:00:00,64,Altamura - Via Santeramo,Altamura,Bari,16.561015,40.828848,Suburbana,Fondo,RRQA,PUBBLICO,PM10,22.0,50.5,µg/m³,6,44,buona
4,2023-10-01T00:00:00,64,Altamura - Via Santeramo,Altamura,Bari,16.561015,40.828848,Suburbana,Fondo,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,3,64,buona
5,2023-10-01T00:00:00,17,Bari - Caldarola,Bari,Bari,16.888064,41.113542,Urbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
6,2023-10-01T00:00:00,17,Bari - Caldarola,Bari,Bari,16.888064,41.113542,Urbana,Traffico,RRQA,PUBBLICO,CO,0.3,10.0,mg/m³,0,3,ottima
7,2023-10-01T00:00:00,17,Bari - Caldarola,Bari,Bari,16.888064,41.113542,Urbana,Traffico,RRQA,PUBBLICO,NO2,28.0,200.0,µg/m³,0,14,ottima
8,2023-10-01T00:00:00,17,Bari - Caldarola,Bari,Bari,16.888064,41.113542,Urbana,Traffico,RRQA,PUBBLICO,PM10,27.0,50.5,µg/m³,3,53,buona
9,2023-10-01T00:00:00,17,Bari - Caldarola,Bari,Bari,16.888064,41.113542,Urbana,Traffico,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,11,64,buona
10,2023-10-01T00:00:00,81,Bari - Carbonara,Bari,Bari,16.866944,41.076666,Suburbana,Fondo,RRQA,PUBBLICO,NO2,50.0,200.0,µg/m³,0,25,ottima
11,2023-10-01T00:00:00,81,Bari - Carbonara,Bari,Bari,16.866944,41.076666,Suburbana,Fondo,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,5,51,buona
12,2023-10-01T00:00:00,54,Bari - Cavour,Bari,Bari,16.872552,41.122269,Urbana,Traffico,RRQA,PUBBLICO,C6H6,null,5.0,µg/m³,0,null,null
13,2023-10-01T00:00:00,54,Bari - Cavour,Bari,Bari,16.872552,41.122269,Urbana,Traffico,RRQA,PUBBLICO,CO,0.4,10.0,mg/m³,0,4,ottima
14,2023-10-01T00:00:00,54,Bari - Cavour,Bari,Bari,16.872552,41.122269,Urbana,Traffico,RRQA,PUBBLICO,NO2,66.0,200.0,µg/m³,0,33,buona
15,2023-10-01T00:00:00,54,Bari - Cavour,Bari,Bari,16.872552,41.122269,Urbana,Traffico,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,2,50,buona
16,2023-10-01T00:00:00,54,Bari - Cavour,Bari,Bari,16.872552,41.122269,Urbana,Traffico,RRQA,PUBBLICO,PM2.5,17.0,25.0,µg/m³,11,68,discreta
17,2023-10-01T00:00:00,90,Bari - CUS,Bari,Bari,16.845277,41.134722,Suburbana,Traffico,RRQA,PUBBLICO,NO2,13.0,200.0,µg/m³,0,7,ottima
18,2023-10-01T00:00:00,90,Bari - CUS,Bari,Bari,16.845277,41.134722,Suburbana,Traffico,RRQA,PUBBLICO,O3,107.0,180.0,µg/m³,0,59,buona
19,2023-10-01T00:00:00,90,Bari - CUS,Bari,Bari,16.845277,41.134722,Suburbana,Traffico,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,5,51,buona
20,2023-10-01T00:00:00,55,Bari - Kennedy,Bari,Bari,16.858905,41.099593,Urbana,Fondo,RRQA,PUBBLICO,NO2,40.0,200.0,µg/m³,0,20,ottima
21,2023-10-01T00:00:00,55,Bari - Kennedy,Bari,Bari,16.858905,41.099593,Urbana,Fondo,RRQA,PUBBLICO,O3,92.0,180.0,µg/m³,0,51,buona
22,2023-10-01T00:00:00,55,Bari - Kennedy,Bari,Bari,16.858905,41.099593,Urbana,Fondo,RRQA,PUBBLICO,PM10,27.0,50.5,µg/m³,5,53,buona
23,2023-10-01T00:00:00,106,Bitonto - EN01,Bitonto,Bari,16.745277,41.079166,Suburbana,Industriale,RRQA,PRIVATO,CO,0.2,10.0,mg/m³,0,2,ottima
24,2023-10-01T00:00:00,106,Bitonto - EN01,Bitonto,Bari,16.745277,41.079166,Suburbana,Industriale,RRQA,PRIVATO,NO2,11.0,200.0,µg/m³,0,6,ottima
25,2023-10-01T00:00:00,106,Bitonto - EN01,Bitonto,Bari,16.745277,41.079166,Suburbana,Industriale,RRQA,PRIVATO,O3,98.0,180.0,µg/m³,0,54,buona
26,2023-10-01T00:00:00,106,Bitonto - EN01,Bitonto,Bari,16.745277,41.079166,Suburbana,Industriale,RRQA,PRIVATO,PM10,25.0,50.5,µg/m³,13,50,buona
27,2023-10-01T00:00:00,106,Bitonto - EN01,Bitonto,Bari,16.745277,41.079166,Suburbana,Industriale,RRQA,PRIVATO,PM2.5,18.0,25.0,µg/m³,4,72,discreta
28,2023-10-01T00:00:00,65,Casamassima - LaPenna,Casamassima,Bari,16.920731,40.953154,Suburbana,Fondo,RRQA,PUBBLICO,NO2,16.0,200.0,µg/m³,0,8,ottima
29,2023-10-01T00:00:00,65,Casamassima - LaPenna,Casamassima,Bari,16.920731,40.953154,Suburbana,Fondo,RRQA,PUBBLICO,O3,103.0,180.0,µg/m³,0,57,buona
30,2023-10-01T00:00:00,65,Casamassima - LaPenna,Casamassima,Bari,16.920731,40.953154,Suburbana,Fondo,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,5,50,buona
31,2023-10-01T00:00:00,65,Casamassima - LaPenna,Casamassima,Bari,16.920731,40.953154,Suburbana,Fondo,RRQA,PUBBLICO,PM2.5,17.0,25.0,µg/m³,7,68,discreta
32,2023-10-01T00:00:00,97,Modugno - EN02,Modugno,Bari,16.766111,41.107777,Suburbana,Industriale,RRQA,PUBBLICO,CO,0.2,10.0,mg/m³,0,2,ottima
33,2023-10-01T00:00:00,97,Modugno - EN02,Modugno,Bari,16.766111,41.107777,Suburbana,Industriale,RRQA,PUBBLICO,NO2,10.0,200.0,µg/m³,0,5,ottima
34,2023-10-01T00:00:00,97,Modugno - EN02,Modugno,Bari,16.766111,41.107777,Suburbana,Industriale,RRQA,PUBBLICO,O3,null,180.0,µg/m³,0,null,null
35,2023-10-01T00:00:00,97,Modugno - EN02,Modugno,Bari,16.766111,41.107777,Suburbana,Industriale,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,10,51,buona
36,2023-10-01T00:00:00,97,Modugno - EN02,Modugno,Bari,16.766111,41.107777,Suburbana,Industriale,RRQA,PUBBLICO,PM2.5,17.0,25.0,µg/m³,6,68,discreta
37,2023-10-01T00:00:00,98,Modugno - EN03,Modugno,Bari,16.781672,41.087222,Urbana,Industriale,RRQA,PUBBLICO,CO,1.0,10.0,mg/m³,0,10,ottima
38,2023-10-01T00:00:00,98,Modugno - EN03,Modugno,Bari,16.781672,41.087222,Urbana,Industriale,RRQA,PUBBLICO,NO2,17.0,200.0,µg/m³,0,9,ottima
39,2023-10-01T00:00:00,98,Modugno - EN03,Modugno,Bari,16.781672,41.087222,Urbana,Industriale,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,6,51,buona
40,2023-10-01T00:00:00,99,Modugno - EN04,Modugno,Bari,16.787777,41.114444,Suburbana,Industriale,RRQA,PUBBLICO,CO,0.4,10.0,mg/m³,0,4,ottima
41,2023-10-01T00:00:00,99,Modugno - EN04,Modugno,Bari,16.787777,41.114444,Suburbana,Industriale,RRQA,PUBBLICO,NO2,14.0,200.0,µg/m³,0,7,ottima
42,2023-10-01T00:00:00,99,Modugno - EN04,Modugno,Bari,16.787777,41.114444,Suburbana,Industriale,RRQA,PUBBLICO,PM10,27.0,50.5,µg/m³,10,53,buona
43,2023-10-01T00:00:00,14,Molfetta - Verdi,Molfetta,Bari,16.605253,41.201101,Urbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
44,2023-10-01T00:00:00,14,Molfetta - Verdi,Molfetta,Bari,16.605253,41.201101,Urbana,Traffico,RRQA,PUBBLICO,NO2,24.0,200.0,µg/m³,0,12,ottima
45,2023-10-01T00:00:00,14,Molfetta - Verdi,Molfetta,Bari,16.605253,41.201101,Urbana,Traffico,RRQA,PUBBLICO,PM10,29.0,50.5,µg/m³,10,57,buona
46,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,C6H6,0.3,5.0,µg/m³,0,6,ottima
47,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,CO,0.1,10.0,mg/m³,0,1,ottima
48,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,IPA,3.0,null,ng/m³,0,null,null
49,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,NO2,11.0,200.0,µg/m³,0,6,ottima
50,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,PM10,20.0,50.5,µg/m³,2,40,buona
51,2023-10-01T00:00:00,66,Monopoli - Aldo Moro,Monopoli,Bari,17.290285,40.951167,Suburbana,Traffico,RRQA,PUBBLICO,PM2.5,18.0,25.0,µg/m³,7,72,discreta
52,2023-10-01T00:00:00,92,Monopoli - Liceo Artistico Russo,Monopoli,Bari,17.284267,40.961578,Suburbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
53,2023-10-01T00:00:00,92,Monopoli - Liceo Artistico Russo,Monopoli,Bari,17.284267,40.961578,Suburbana,Traffico,RRQA,PUBBLICO,IPA,1.0,null,ng/m³,0,null,null
54,2023-10-01T00:00:00,92,Monopoli - Liceo Artistico Russo,Monopoli,Bari,17.284267,40.961578,Suburbana,Traffico,RRQA,PUBBLICO,NO2,11.0,200.0,µg/m³,0,6,ottima
55,2023-10-01T00:00:00,92,Monopoli - Liceo Artistico Russo,Monopoli,Bari,17.284267,40.961578,Suburbana,Traffico,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,5,50,buona
56,2023-10-01T00:00:00,92,Monopoli - Liceo Artistico Russo,Monopoli,Bari,17.284267,40.961578,Suburbana,Traffico,RRQA,PUBBLICO,PM2.5,15.0,25.0,µg/m³,4,60,buona
57,2023-10-01T00:00:00,107,Palo del Colle - EN05,Palo del Colle,Bari,16.700830,41.061388,Suburbana,Industriale,RRQA,PRIVATO,CO,0.6,10.0,mg/m³,0,6,ottima
58,2023-10-01T00:00:00,107,Palo del Colle - EN05,Palo del Colle,Bari,16.700830,41.061388,Suburbana,Industriale,RRQA,PRIVATO,NO2,13.0,200.0,µg/m³,0,7,ottima
59,2023-10-01T00:00:00,107,Palo del Colle - EN05,Palo del Colle,Bari,16.700830,41.061388,Suburbana,Industriale,RRQA,PRIVATO,PM10,27.0,50.5,µg/m³,13,53,buona
60,2023-10-01T00:00:00,63,Andria - Vaccina,Andria,BAT,16.303939,41.233278,Urbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
61,2023-10-01T00:00:00,63,Andria - Vaccina,Andria,BAT,16.303939,41.233278,Urbana,Traffico,RRQA,PUBBLICO,CO,0.5,10.0,mg/m³,0,5,ottima
62,2023-10-01T00:00:00,63,Andria - Vaccina,Andria,BAT,16.303939,41.233278,Urbana,Traffico,RRQA,PUBBLICO,NO2,41.0,200.0,µg/m³,0,21,ottima
63,2023-10-01T00:00:00,63,Andria - Vaccina,Andria,BAT,16.303939,41.233278,Urbana,Traffico,RRQA,PUBBLICO,PM10,27.0,50.5,µg/m³,12,53,buona
64,2023-10-01T00:00:00,63,Andria - Vaccina,Andria,BAT,16.303939,41.233278,Urbana,Traffico,RRQA,PUBBLICO,PM2.5,19.0,25.0,µg/m³,5,76,discreta
65,2023-10-01T00:00:00,71,Barletta - Casardi,Barletta,BAT,16.286111,41.316666,Urbana,Fondo,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
66,2023-10-01T00:00:00,71,Barletta - Casardi,Barletta,BAT,16.286111,41.316666,Urbana,Fondo,RRQA,PUBBLICO,NO2,21.0,200.0,µg/m³,0,11,ottima
67,2023-10-01T00:00:00,71,Barletta - Casardi,Barletta,BAT,16.286111,41.316666,Urbana,Fondo,RRQA,PUBBLICO,O3,90.0,180.0,µg/m³,0,50,buona
68,2023-10-01T00:00:00,71,Barletta - Casardi,Barletta,BAT,16.286111,41.316666,Urbana,Fondo,RRQA,PUBBLICO,PM10,24.0,50.5,µg/m³,24,48,buona
69,2023-10-01T00:00:00,71,Barletta - Casardi,Barletta,BAT,16.286111,41.316666,Urbana,Fondo,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,17,64,buona
70,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,CO,0.4,10.0,mg/m³,0,4,ottima
71,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,H2S,3.0,null,µg/m³,0,null,null
72,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,NO2,29.0,200.0,µg/m³,0,15,ottima
73,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,O3,104.0,180.0,µg/m³,0,58,buona
74,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,PM10,28.0,50.5,µg/m³,9,55,buona
75,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,PM2.5,17.0,25.0,µg/m³,11,68,discreta
76,2023-10-01T00:00:00,109,Barletta - Mezzo Mobile Via Trani,Barletta,BAT,16.293055,41.318333,Suburbana,Industriale,RRQA,PRIVATO,SO2,74.9,350.0,µg/m³,0,21,ottima
77,2023-10-01T00:00:00,78,Brindisi - Cappuccini,Brindisi,Brindisi,17.921778,40.630917,Urbana,Traffico,RRQA,PUBBLICO,CO,0.4,10.0,mg/m³,0,4,ottima
78,2023-10-01T00:00:00,78,Brindisi - Cappuccini,Brindisi,Brindisi,17.921778,40.630917,Urbana,Traffico,RRQA,PUBBLICO,NO2,14.0,200.0,µg/m³,0,7,ottima
79,2023-10-01T00:00:00,78,Brindisi - Cappuccini,Brindisi,Brindisi,17.921778,40.630917,Urbana,Traffico,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,6,50,buona
80,2023-10-01T00:00:00,78,Brindisi - Cappuccini,Brindisi,Brindisi,17.921778,40.630917,Urbana,Traffico,RRQA,PUBBLICO,SO2,2.5,350.0,µg/m³,0,1,ottima
81,2023-10-01T00:00:00,35,Brindisi - Casale,Brindisi,Brindisi,17.942569,40.650083,Urbana,Fondo,RRQA,PUBBLICO,NO2,5.0,200.0,µg/m³,0,3,ottima
82,2023-10-01T00:00:00,35,Brindisi - Casale,Brindisi,Brindisi,17.942569,40.650083,Urbana,Fondo,RRQA,PUBBLICO,O3,107.0,180.0,µg/m³,0,59,buona
83,2023-10-01T00:00:00,35,Brindisi - Casale,Brindisi,Brindisi,17.942569,40.650083,Urbana,Fondo,RRQA,PUBBLICO,PM10,24.0,50.5,µg/m³,3,48,buona
84,2023-10-01T00:00:00,35,Brindisi - Casale,Brindisi,Brindisi,17.942569,40.650083,Urbana,Fondo,RRQA,PUBBLICO,PM2.5,15.0,25.0,µg/m³,9,60,buona
85,2023-10-01T00:00:00,77,Brindisi - Perrino,Brindisi,Brindisi,17.954778,40.631361,Suburbana,Fondo,RRQA,PUBBLICO,CO,0.5,10.0,mg/m³,0,5,ottima
86,2023-10-01T00:00:00,77,Brindisi - Perrino,Brindisi,Brindisi,17.954778,40.631361,Suburbana,Fondo,RRQA,PUBBLICO,NO2,45.0,200.0,µg/m³,0,23,ottima
87,2023-10-01T00:00:00,77,Brindisi - Perrino,Brindisi,Brindisi,17.954778,40.631361,Suburbana,Fondo,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,6,50,buona
88,2023-10-01T00:00:00,77,Brindisi - Perrino,Brindisi,Brindisi,17.954778,40.631361,Suburbana,Fondo,RRQA,PUBBLICO,SO2,3.5,350.0,µg/m³,0,1,ottima
89,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
90,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,CO,0.3,10.0,mg/m³,0,3,ottima
91,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,IPA,1.0,null,ng/m³,0,null,null
92,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,NO2,24.0,200.0,µg/m³,0,12,ottima
93,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,PM10,24.0,50.5,µg/m³,6,48,buona
94,2023-10-01T00:00:00,36,Brindisi - SISRI,Brindisi,Brindisi,17.975041,40.624738,Suburbana,Industriale,RRQA,PUBBLICO,SO2,3.3,350.0,µg/m³,0,1,ottima
95,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,C6H6,0.3,5.0,µg/m³,0,6,ottima
96,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,CO,0.2,10.0,mg/m³,0,2,ottima
97,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,NO2,53.0,200.0,µg/m³,0,27,ottima
98,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,O3,110.0,180.0,µg/m³,0,61,buona
99,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,2,50,buona
100,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,PM2.5,17.0,25.0,µg/m³,7,68,discreta
101,2023-10-01T00:00:00,67,Brindisi - Terminal Passeggeri,Brindisi,Brindisi,17.961687,40.647432,Suburbana,Industriale,RRQA,PUBBLICO,SO2,5.3,350.0,µg/m³,0,2,ottima
102,2023-10-01T00:00:00,33,Brindisi - Via dei Mille,Brindisi,Brindisi,17.938152,40.638748,Urbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
103,2023-10-01T00:00:00,33,Brindisi - Via dei Mille,Brindisi,Brindisi,17.938152,40.638748,Urbana,Traffico,RRQA,PUBBLICO,NO2,20.0,200.0,µg/m³,0,10,ottima
104,2023-10-01T00:00:00,33,Brindisi - Via dei Mille,Brindisi,Brindisi,17.938152,40.638748,Urbana,Traffico,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,4,51,buona
105,2023-10-01T00:00:00,24,Brindisi - Via Taranto,Brindisi,Brindisi,17.947777,40.634166,Urbana,Traffico,RRQA,PUBBLICO,C6H6,0.3,5.0,µg/m³,0,6,ottima
106,2023-10-01T00:00:00,24,Brindisi - Via Taranto,Brindisi,Brindisi,17.947777,40.634166,Urbana,Traffico,RRQA,PUBBLICO,CO,0.3,10.0,mg/m³,0,3,ottima
107,2023-10-01T00:00:00,24,Brindisi - Via Taranto,Brindisi,Brindisi,17.947777,40.634166,Urbana,Traffico,RRQA,PUBBLICO,NO2,14.0,200.0,µg/m³,0,7,ottima
108,2023-10-01T00:00:00,24,Brindisi - Via Taranto,Brindisi,Brindisi,17.947777,40.634166,Urbana,Traffico,RRQA,PUBBLICO,PM10,30.0,50.5,µg/m³,7,59,buona
109,2023-10-01T00:00:00,24,Brindisi - Via Taranto,Brindisi,Brindisi,17.947777,40.634166,Urbana,Traffico,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,8,64,buona
110,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,C6H6,0.2,5.0,µg/m³,0,4,ottima
111,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,CO,0.4,10.0,mg/m³,0,4,ottima
112,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,NO2,9.0,200.0,µg/m³,0,5,ottima
113,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,4,51,buona
114,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,PM2.5,14.0,25.0,µg/m³,8,56,buona
115,2023-10-01T00:00:00,96,Ceglie Messapica,Ceglie Messapica,Brindisi,17.512500,40.649166,Suburbana,Fondo,RRQA,PUBBLICO,SO2,7.5,350.0,µg/m³,0,2,ottima
116,2023-10-01T00:00:00,108,Cisternino,Cisternino,Brindisi,17.415833,40.742777,Rurale,Fondo,RRQA,PUBBLICO,NO2,6.0,200.0,µg/m³,0,3,ottima
117,2023-10-01T00:00:00,108,Cisternino,Cisternino,Brindisi,17.415833,40.742777,Rurale,Fondo,RRQA,PUBBLICO,O3,111.0,180.0,µg/m³,0,62,buona
118,2023-10-01T00:00:00,108,Cisternino,Cisternino,Brindisi,17.415833,40.742777,Rurale,Fondo,RRQA,PUBBLICO,PM10,19.0,50.5,µg/m³,1,38,buona
119,2023-10-01T00:00:00,108,Cisternino,Cisternino,Brindisi,17.415833,40.742777,Rurale,Fondo,RRQA,PUBBLICO,SO2,8.1,350.0,µg/m³,0,2,ottima
120,2023-10-01T00:00:00,72,Francavilla Fontana,Francavilla Fontana,Brindisi,17.588331,40.529163,Suburbana,Traffico,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,0,8,ottima
121,2023-10-01T00:00:00,72,Francavilla Fontana,Francavilla Fontana,Brindisi,17.588331,40.529163,Suburbana,Traffico,RRQA,PUBBLICO,NO2,13.0,200.0,µg/m³,0,7,ottima
122,2023-10-01T00:00:00,72,Francavilla Fontana,Francavilla Fontana,Brindisi,17.588331,40.529163,Suburbana,Traffico,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,25,51,buona
123,2023-10-01T00:00:00,23,Mesagne - Via Udine,Mesagne,Brindisi,17.807998,40.565995,Suburbana,Fondo,RRQA,PUBBLICO,NO2,6.0,200.0,µg/m³,0,3,ottima
124,2023-10-01T00:00:00,23,Mesagne - Via Udine,Mesagne,Brindisi,17.807998,40.565995,Suburbana,Fondo,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,12,50,buona
125,2023-10-01T00:00:00,25,San Pancrazio,San Pancrazio Salentino,Brindisi,17.845999,40.422993,Suburbana,Fondo,RRQA,PUBBLICO,NO2,10.0,200.0,µg/m³,0,5,ottima
126,2023-10-01T00:00:00,25,San Pancrazio,San Pancrazio Salentino,Brindisi,17.845999,40.422993,Suburbana,Fondo,RRQA,PUBBLICO,PM10,31.0,50.5,µg/m³,13,61,buona
127,2023-10-01T00:00:00,26,San Pietro Vernotico,San Pietro Vernotico,Brindisi,18.005994,40.485998,Suburbana,Industriale,RRQA,PUBBLICO,NO2,6.0,200.0,µg/m³,0,3,ottima
128,2023-10-01T00:00:00,26,San Pietro Vernotico,San Pietro Vernotico,Brindisi,18.005994,40.485998,Suburbana,Industriale,RRQA,PUBBLICO,PM10,26.0,50.5,µg/m³,10,51,buona
129,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,C6H6,0.4,5.0,µg/m³,4,8,ottima
130,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,CO,0.4,10.0,mg/m³,0,4,ottima
131,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,IPA,3.0,null,ng/m³,0,null,null
132,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,NO2,20.0,200.0,µg/m³,0,10,ottima
133,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,PM10,28.0,50.5,µg/m³,23,55,buona
134,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,45,64,buona
135,2023-10-01T00:00:00,27,Torchiarolo - Don Minzoni,Torchiarolo,Brindisi,18.053991,40.487999,Suburbana,Industriale,RRQA,PUBBLICO,SO2,0.7,350.0,µg/m³,0,0,ottima
136,2023-10-01T00:00:00,93,Torchiarolo - Fanin     ,Torchiarolo,Brindisi,18.047226,40.489447,Suburbana,Industriale,RRQA,PUBBLICO,NO2,8.0,200.0,µg/m³,0,4,ottima
137,2023-10-01T00:00:00,93,Torchiarolo - Fanin     ,Torchiarolo,Brindisi,18.047226,40.489447,Suburbana,Industriale,RRQA,PUBBLICO,PM10,25.0,50.5,µg/m³,4,50,buona
138,2023-10-01T00:00:00,93,Torchiarolo - Fanin     ,Torchiarolo,Brindisi,18.047226,40.489447,Suburbana,Industriale,RRQA,PUBBLICO,PM2.5,16.0,25.0,µg/m³,8,64,buona
139,2023-10-01T00:00:00,93,Torchiarolo - Fanin     ,Torchiarolo,Brindisi,18.047226,40.489447,Suburbana,Industriale,RRQA,PUBBLICO,SO2,1.7,350.0,µg/m³,0,0,ottima
